CustomerNo,Recency,Frequency,Monetary
17158,33,3,9272.689999999999
17159,22,3,12358.18
17162,29,11,11913.9
17163,22,2,977.04
17164,33,7,17850.44
17165,285,1,1187.58
17166,39,3,1258.23
17167,211,1,4971.96
17169,58,2,6247.66
17171,290,1,2126.79
17172,79,2,6681.55
17173,6,8,11164.17
17174,218,1,359.32
17175,45,4,10355.11
17176,32,2,19995.95
17177,228,2,18877.47
17179,92,4,6390.68
17180,57,4,7670.5599999999995
17181,58,2,2715.8500000000004
17183,8,6,15203.13
17185,109,1,54.94
17186,47,2,2198.0
17187,227,1,1684.93
17188,12,7,15261.47
17189,107,2,2703.5499999999997
17190,50,3,2068.3
17191,29,7,14065.539999999999
17193,36,7,14595.02
17194,361,1,1380.61
17197,30,1,2995.94
17198,24,3,4273.43
17201,54,1,2625.58
17204,176,5,8620.11
17205,54,2,9472.33
17206,54,1,988.16
17210,239,1,1537.4099999999999
17211,27,8,16226.96
17212,239,2,2462.02
17213,41,8,15703.05
17214,61,6,3873.2599999999998
17217,235,1,362.32
17218,5,10,10789.92
17219,32,1,1023.12
17221,8,2,2323.98
17222,66,1,1587.23
17223,311,2,1508.6000000000001
17226,309,1,4564.79
17227,19,6,8379.13
17228,16,8,16008.42
17229,97,2,1540.5800000000002
17230,265,9,20420.64
17232,3,2,1286.72
17233,36,1,1538.32
17234,183,2,5283.24
17235,26,2,2629.16
17236,13,7,5520.41
17237,12,2,1216.79
17239,313,1,1929.26
17242,109,2,6768.46
17244,54,1,6955.96
17245,205,1,944.37
17246,166,1,14.5
17247,16,1,678.7900000000001
17248,121,2,9575.01
17249,263,1,5590.46
17250,4,2,1481.24
17251,363,1,1383.4099999999999
17252,117,2,2325.49
17253,19,1,611.51
17254,5,2,1596.47
17255,41,2,2625.7
17256,108,2,1685.32
17259,149,2,4552.47
17262,53,5,5045.55
17263,209,1,433.96
17265,139,2,4445.66
17266,3,3,1205.3
17267,128,2,1932.07
17268,108,4,9436.119999999999
17272,43,4,20426.73
17274,36,2,8267.64
17277,228,2,5498.83
17278,242,1,2037.82
17279,58,1,678.42
17282,131,3,20611.54
17283,145,1,2077.87
17284,61,6,15565.029999999999
17286,22,2,1365.82
17287,27,7,6773.78
17288,10,7,11049.75
17289,32,3,6131.469999999999
17290,4,2,2552.36
17291,309,1,1302.48
17293,9,9,12798.449999999999
17295,29,3,3478.87
17297,18,1,797.62
17298,102,3,5228.5199999999995
17299,12,4,7105.09
17301,22,1,1552.8500000000001
17302,15,5,6686.4800000000005
17303,99,2,4657.63
17308,43,1,86.15
17309,96,1,505.0
17310,43,3,7753.84
17311,79,2,11601.38
17312,139,4,4500.12
17313,32,1,16757.32
17314,25,8,21975.22
17316,165,1,845.26
17317,47,4,14468.519999999999
17320,101,4,8484.14
17321,9,3,4871.84
17322,255,1,67.78
17323,16,7,7909.0
17324,18,4,9434.59
17325,191,2,998.42
17326,296,1,52.019999999999996
17329,15,2,1398.77
17330,23,2,1602.84
17331,124,1,343.52
17333,86,4,10323.02
17334,303,2,3543.6
17337,152,4,14739.69
17339,95,2,1807.8400000000001
17341,157,3,5184.33
17343,356,1,772.46
17344,47,1,827.78
17345,16,4,3178.08
17347,87,1,2449.44
17348,15,5,14610.17
17349,180,1,1146.1100000000001
17350,9,4,7949.37
17351,37,3,1760.08
17353,130,3,7057.27
17354,51,1,11739.66
17355,338,1,10079.13
17356,312,1,1884.1399999999999
17357,25,2,1951.8200000000002
17358,304,4,6413.42
17359,12,1,996.5900000000001
17360,18,3,3913.27
17361,50,3,2109.43
17362,240,2,2277.58
17367,239,1,1699.02
17368,24,8,16010.05
17369,137,1,5761.38
17370,73,4,5991.94
17371,18,4,5630.38
17372,41,8,9026.44
17373,41,4,4701.04
17374,219,2,1379.3999999999999
17375,200,3,4141.13
17376,71,2,1089.75
17379,12,1,3886.6000000000004
17382,66,1,297.6
17383,5,1,925.64
17384,20,2,1184.9099999999999
17385,15,2,5542.39
17386,8,6,17650.06
17387,20,2,5239.83
17388,78,4,12241.470000000001
17391,25,3,15402.14
17392,307,2,3221.7999999999997
17393,208,2,3206.24
17394,220,1,2679.65
17397,23,2,3260.7
17398,115,3,3846.61
17400,127,5,13123.42
17401,22,1,14.61
17403,37,1,1408.09
17405,2,3,7674.74
17406,334,3,11625.63
17408,74,2,7022.95
17409,185,2,1805.25
17410,17,5,6855.929999999999
17411,13,3,3451.94
17412,3,7,7409.18
17414,44,2,22330.2
17415,80,1,1689.3
17418,43,2,3375.4300000000003
17420,51,3,2351.04
17422,17,6,22767.13
17423,47,2,5420.0
17425,20,2,4578.12
17427,72,1,451.82
17429,129,4,7470.55
17430,33,2,2158.02
17431,183,2,3325.25
17432,19,2,2477.87
17433,89,1,2146.31
17436,2,2,877.26
17438,254,1,1453.79
17440,157,3,2712.66
17442,37,6,17327.63
17443,220,1,5715.36
17444,152,2,23051.47
17446,89,3,8639.39
17447,41,2,5033.44
17449,3,8,13048.609999999999
17451,2,7,11227.88
17453,18,3,2414.67
17454,193,4,2209.34
17455,204,1,512.9399999999999
17457,127,5,10246.09
17458,16,2,1646.43
17459,44,2,6007.98
17460,95,6,3056.58
17461,23,3,8598.79
17462,61,2,2777.29
17463,17,5,12072.45
17464,159,1,2552.5
17466,11,2,2729.7200000000003
17468,11,2,716.6
17469,17,5,6751.38
17470,45,5,17963.37
17472,192,3,5378.33
17475,61,2,2427.22
17480,78,1,3988.7599999999998
17481,4,4,10079.0
17483,66,3,2381.72
17486,262,1,2364.34
17489,59,3,5457.99
17490,1,7,13538.07
17491,2,10,20737.08
17492,249,1,1972.54
17493,215,2,4943.05
17495,8,3,2339.95
17496,359,1,1087.48
17497,1,2,16965.09
17498,76,1,4316.72
17499,155,2,14661.88
17500,18,4,2472.48
17501,221,2,1935.53
17502,10,6,15611.6
17503,3,2,4215.7300000000005
17504,207,9,20128.399999999998
17505,162,2,6872.78
17506,76,1,1734.3799999999999
17507,262,2,4299.85
17508,6,3,13280.47
17510,25,1,2509.46
17513,73,2,7071.12
17514,129,1,1473.66
17515,32,6,3842.67
17516,16,7,5222.47
17517,309,1,1203.22
17519,18,6,14558.74
17520,54,2,8887.34
17521,6,4,6066.69
17522,2,6,16375.62
17523,12,4,7216.9800000000005
17524,362,1,1070.99
17525,360,1,1273.9
17526,5,5,4540.2699999999995
17527,54,4,5964.51
17528,2,8,22264.02
17530,2,11,19516.93
17531,191,1,1698.08
17534,54,1,1284.56
17535,281,1,1562.3799999999999
17536,178,2,4629.71
17537,6,3,8173.11
17538,26,2,1485.32
17539,207,1,445.88
17540,25,3,3818.61
17541,235,1,5047.29
17542,270,1,1548.39
17545,44,4,4195.75
17546,199,1,1165.72
17548,234,1,700.3199999999999
17549,24,3,5922.96
17550,198,3,1155.2
17551,360,1,1752.99
17552,61,4,8018.08
17553,130,1,12265.36
17555,20,2,3985.41
17556,206,2,2611.17
17557,15,3,3099.53
17560,95,5,7193.36
17561,20,1,1620.84
17562,15,7,8168.14
17564,25,3,1961.61
17566,9,2,4587.52
17569,333,1,1982.37
17571,51,4,10278.51
17572,72,4,1206.16
17573,30,3,3547.27
17574,243,1,917.59
17578,219,1,1561.56
17579,5,3,2537.87
17580,253,3,1109.76
17582,237,1,1440.3799999999999
17584,8,2,4593.87
17585,110,4,18031.01
17588,101,4,8212.83
17589,61,4,17867.77
17590,3,3,8858.85
17591,74,7,12496.33
17594,86,3,4619.19
17595,13,3,1948.76
17597,214,1,13911.12
17600,18,1,1049.76
17601,30,2,1547.6399999999999
17603,79,1,2075.24
17604,218,2,2049.2799999999997
17608,34,2,2519.12
17609,41,5,7740.67
17612,54,6,18688.29
17614,58,1,2798.6
17615,131,3,1772.93
17616,174,3,2880.64
17618,6,4,20985.8
17619,313,1,1490.6299999999999
17620,60,1,698.4
17621,22,3,6681.86
17623,33,1,3256.0
17624,15,2,5100.7
17625,19,4,14159.05
17628,82,1,887.12
17629,6,8,17230.36
17630,170,2,2135.56
17631,2,3,3185.55
17633,32,5,7179.11
17634,37,9,11006.37
17636,20,1,1917.16
17637,32,3,3487.59
17638,235,1,3562.7599999999998
17639,277,1,613.41
17640,87,1,3199.34
17642,120,3,9478.84
17646,220,4,16422.07
17647,66,1,443.8
17648,61,5,6881.98
17649,139,1,4490.89
17650,22,2,2502.0099999999998
17653,37,4,15531.85
17654,278,1,540.6899999999999
17655,11,7,13209.99
17656,74,6,16066.92
17658,26,2,6923.96
17660,142,2,2913.81
17663,26,9,16388.34
17664,19,2,6748.3
17665,214,1,815.77
17666,4,2,5553.68
17667,67,8,24051.41
17668,2,2,867.37
17669,43,7,14267.1
17670,228,1,1338.1399999999999
17671,16,4,8030.8
17672,51,2,20577.0
17673,2,6,16126.57
17674,75,2,7453.48
17676,5,6,8804.92
17678,264,1,2427.22
17679,53,2,9514.26
17680,24,2,2881.62
17682,11,7,12084.8
17683,5,1,14.48
17684,44,2,9147.47
17685,17,7,21174.03
17686,8,7,26591.23
17691,359,2,1670.98
17692,128,5,7261.349999999999
17693,138,2,14013.26
17694,142,1,2176.38
17695,132,2,8768.26
17696,39,8,20341.64
17697,162,2,1315.75
17698,261,1,1112.07
17699,5,1,14.48
17700,17,4,13158.74
17701,253,1,1306.76
17702,31,4,11490.91
17703,36,4,6872.05
17704,169,2,4301.49
17705,4,9,9594.0
17707,186,2,1632.0
17708,188,2,1192.1799999999998
17709,170,1,315.13
17711,11,2,2218.9900000000002
17712,45,2,2450.63
17713,278,2,19404.69
17714,321,1,1099.6599999999999
17715,201,3,5897.47
17718,233,1,993.4699999999999
17720,27,4,7129.75
17721,73,1,6289.66
17722,97,4,18776.34
17723,128,6,11473.34
17724,72,3,4133.3
17725,17,11,24733.0
17727,16,1,4227.45
17728,4,3,15663.12
17731,80,4,6213.04
17732,5,2,1241.3400000000001
17733,39,2,5455.07
17734,54,3,5043.4800000000005
17736,10,3,2698.12
17737,10,2,985.92
17738,20,4,12291.31
17739,4,8,10669.070000000002
17740,234,1,7964.2
17742,114,2,1276.04
17745,354,1,707.28
17746,241,1,410.25
17747,113,1,196.20000000000002
17749,179,2,3971.02
17752,360,1,2050.56
17753,302,1,69.17999999999999
17754,1,5,16919.64
17755,102,1,3547.36
17759,18,3,7972.88
17760,22,2,2744.27
17761,33,1,4809.780000000001
17763,264,1,138.35999999999999
17764,51,3,4415.89
17765,159,3,1719.8899999999999
17766,290,1,1074.32
17767,16,2,2032.7
17768,9,3,11545.28
17769,13,10,20716.37
17770,199,5,4913.1
17771,57,2,3114.77
17772,11,2,378.54
17774,97,4,6450.65
17775,255,1,795.8399999999999
17777,25,3,5749.05
17779,22,3,4555.37
17781,160,2,541.22
17783,73,2,3894.12
17785,54,1,821.9
17786,86,2,2193.83
17787,10,5,13683.19
17788,74,2,3293.26
17789,282,1,989.86
17791,30,1,520.47
17793,26,1,2624.2000000000003
17795,180,2,3477.56
17796,41,5,2526.22
17797,23,3,5811.59
17799,23,10,19745.03
17800,38,9,8421.529999999999
17802,83,4,10055.39
17805,74,1,5425.36
17806,12,1,4530.58
17810,323,1,1040.15
17812,13,4,2872.88
17813,15,5,8997.12
17816,37,4,313.99
17817,5,3,803.34
17819,72,7,14363.75
17823,15,1,36.12
17824,52,1,4488.12
17827,6,6,13361.15
17828,23,4,7908.45
17829,299,1,5995.24
17830,2,3,1128.16
17831,34,1,159.24
17832,50,2,2328.53
17835,3,3,2980.21
17836,48,2,1171.03
17837,43,8,6780.0
17838,27,5,22012.11
17839,43,1,2941.74
17843,304,1,1104.59
17844,107,1,585.8
17846,122,1,13882.59
17848,82,10,21855.1
17849,219,4,1789.3799999999999
17852,12,2,333.17
17854,186,2,1180.0
17856,2,5,16025.83
17859,305,1,994.5600000000001
17861,4,8,20290.0
17862,324,1,1363.9399999999998
17864,13,3,7495.37
17866,143,1,2121.14
17867,31,7,6377.09
17869,108,6,1792.72
17871,205,1,2025.0
17872,59,1,6717.5599999999995
17873,81,5,12359.880000000001
17874,86,7,3000.41
17877,171,1,1247.98
17878,44,1,4474.16
17879,174,1,644.1800000000001
17881,305,1,464.68
17883,4,4,2862.13
17884,4,4,7849.74
17885,13,2,3500.41
17886,32,3,5685.53
17887,130,1,421.58
17888,22,9,14702.08
17889,213,2,995.63
17890,323,2,4721.8099999999995
17891,163,1,4237.04
17892,57,3,1367.31
17893,226,2,7079.84
17894,52,9,5262.43
17895,45,2,1435.3799999999999
17896,24,1,3215.52
17897,173,4,10108.86
17898,86,2,2103.36
17899,160,1,1900.9
17900,191,2,837.7199999999999
17901,30,2,5450.5
17904,22,2,12288.81
17905,72,4,4980.4
17906,248,1,341.2
17911,10,1,1517.1200000000001
17912,311,5,2203.94
17913,59,2,3334.74
17914,4,1,2870.9300000000003
17917,46,4,7680.38
17919,89,2,15796.55
17921,65,4,5022.07
17923,283,1,725.0
17924,12,7,14059.86
17925,29,2,1023.72
17926,134,4,22406.94
17928,46,2,862.12
17929,12,4,1766.8
17930,36,5,18121.239999999998
17931,135,2,2958.59
17932,30,3,9265.61
17933,267,1,707.26
17934,52,3,10554.95
17935,139,2,951.79
17936,6,2,1618.99
17937,9,7,20984.899999999998
17939,160,1,511.54
17941,131,1,2896.08
17942,8,1,235.22
17946,234,2,866.96
17947,38,1,1902.84
17948,148,1,1843.2
17950,73,3,4245.45
17951,40,3,7348.06
17952,352,1,139.55
17953,233,1,5751.599999999999
17955,199,4,3369.38
17956,197,2,14367.22
17957,67,1,2932.29
17958,117,1,1369.72
17959,197,1,673.73
17960,172,1,495.82
17962,143,1,1406.77
17964,32,2,3438.71
17967,32,2,10141.93
17969,167,3,6386.3099999999995
17970,212,1,5834.88
17972,242,1,507.53000000000003
17973,27,3,9069.08
17974,25,4,5923.47
17977,30,2,3948.56
17979,36,4,4589.46
17980,166,3,7822.98
17981,78,1,6840.68
17984,146,1,1161.05
17985,23,1,2399.84
17986,57,1,61.900000000000006
17987,186,1,2878.8
17988,12,7,534.73
17990,237,3,4889.639999999999
17991,226,2,351.84999999999997
17994,122,5,5813.62
17995,282,1,1441.16
17997,75,8,25110.99
17999,38,3,8074.26
18001,13,2,3636.75
18004,363,1,912.15
18005,4,2,777.76
18006,24,1,2710.76
18008,71,9,18375.329999999998
18009,236,1,1498.96
18010,257,1,794.15
18013,156,2,3113.57
18014,29,1,806.32
18015,5,1,1013.09
18016,33,5,11806.2
18017,82,3,1805.0
18018,109,2,688.8199999999999
18019,52,1,111.14
18022,36,1,7815.27
18024,153,2,2285.62
18027,99,1,917.67
18030,5,2,747.54
18032,335,1,505.8
18033,66,1,2636.77
18034,22,2,6146.54
18035,36,3,6705.5599999999995
18036,33,3,2487.82
18037,155,6,264.51
18040,20,2,1573.3400000000001
18042,54,1,507.39
18043,25,3,3222.62
18044,5,10,12118.39
18045,46,1,1585.28
18048,204,2,1478.48
18050,360,1,486.21999999999997
18053,71,1,3403.06
18056,289,1,2535.22
18058,10,1,544.72
18059,24,3,3009.71
18061,22,10,11962.8
18062,174,3,4797.9
18064,134,2,3441.3599999999997
18066,76,1,1432.6599999999999
18067,41,1,2331.3199999999997
18068,290,1,165.72
18069,27,5,14889.289999999999
18071,258,2,3128.97
18072,186,1,3205.44
18075,24,10,17681.07
18077,9,11,20651.079999999998
18078,218,2,1830.61
18080,19,2,7841.16
18081,37,3,2350.66
18082,26,1,6871.59
18084,17,1,1912.56
18085,331,2,3422.91
18086,275,1,1130.58
18088,62,1,1254.42
18093,94,4,16425.52
18095,313,2,4889.59
18096,12,3,7800.18
18097,8,6,18030.66
18099,128,1,1699.71
18101,12,2,770.44
18104,38,1,4484.0199999999995
18105,38,1,587.7
18106,330,1,1723.71
18108,255,1,1138.78
18110,20,1,941.5699999999999
18112,13,2,2226.91
18114,291,1,789.3
18116,68,8,9794.11
18117,26,1,6513.0
18120,215,1,431.63
18121,150,2,5158.599999999999
18122,9,6,12182.02
18123,25,2,6269.59
18125,30,4,9297.63
18126,61,1,1525.71
18127,20,3,2272.32
18129,244,1,607.37
18130,16,3,8323.66
18133,213,1,14796.000000000002
18135,30,5,4275.82
18136,64,3,4688.58
18138,296,1,545.9
18142,158,2,14125.52
18143,117,2,6075.47
18145,13,4,24708.38
18146,141,2,1732.1100000000001
18147,46,2,2264.44
18149,51,3,3618.46
18150,33,3,3983.42
18151,135,2,4063.47
18154,4,2,2363.58
18155,76,3,3107.16
18156,13,2,2274.21
18158,10,2,3170.62
18159,302,1,1968.08
18160,58,2,3598.12
18161,16,5,8433.35
18164,38,1,2295.49
18165,178,1,2913.76
18167,24,3,5334.26
18168,177,6,7190.8099999999995
18169,61,1,832.8100000000001
18170,34,3,5196.6900000000005
18171,59,5,6191.95
18173,87,4,14665.34
18174,8,1,309.5
18176,359,1,3388.6
18177,32,6,5626.12
18178,129,4,10496.09
18179,10,6,13570.29
18180,5,6,17879.32
18181,25,1,1739.17
18183,228,2,4327.61
18184,16,1,371.40000000000003
18185,250,1,2187.25
18188,16,3,12191.2
18189,78,2,6918.73
18190,193,2,1726.52
18191,262,1,1647.8799999999999
18192,72,1,3604.94
18193,166,1,1520.85
18194,83,1,7476.48
18196,96,2,4975.84
18200,107,1,1220.09
18202,200,3,7327.08
18203,158,1,605.16
18204,72,3,14221.57
18205,37,2,2498.14
18209,29,1,737.04
18210,2,6,14888.3
18211,26,5,4294.24
18212,327,1,1164.34
18213,237,1,2616.24
18215,90,1,1516.1
18216,32,1,2543.58
18217,30,2,5669.26
18218,212,2,5265.94
18219,3,10,10469.52
18220,227,1,3265.92
18221,23,5,9083.15
18222,93,1,3887.05
18224,264,1,870.0699999999999
18227,218,1,311.32
18228,57,2,3238.42
18230,10,7,15495.4
18231,193,5,10517.66
18232,82,4,3703.0
18233,326,1,492.0
18235,72,3,17140.68
18236,30,6,4974.89
18237,3,5,6911.94
18239,219,5,9748.86
18240,47,1,805.26
18242,73,4,12711.88
18245,8,7,18187.06
18246,24,2,2311.9
18248,123,2,6061.3
18249,18,1,1409.32
18250,311,1,2397.72
18252,51,2,2904.7799999999997
18255,90,1,864.3399999999999
18257,40,8,10618.3
18259,25,3,9714.24
18260,173,6,17810.6
18261,44,2,1828.71
18262,141,1,1958.68
18263,26,3,16046.56
18265,73,2,3957.52
18268,135,1,46.64
18270,39,2,1325.28
18272,3,6,22758.63
18273,3,3,892.3999999999999
18274,31,1,1082.32
18276,44,1,2250.74
18277,59,1,810.1600000000001
18278,74,1,854.62
18280,278,1,623.26
18281,181,1,576.58
18282,8,2,1044.8600000000001
18287,43,3,18139.56
